,CIK,Company Name,Form Type,Date Filed,Filename
13998,103730,VISHAY INTERTECHNOLOGY INC,4,2015-01-02,edgar/data/103730/0001140361-15-000178.txt
13999,103730,VISHAY INTERTECHNOLOGY INC,4,2015-01-02,edgar/data/103730/0001140361-15-000179.txt
14000,103730,VISHAY INTERTECHNOLOGY INC,4,2015-01-02,edgar/data/103730/0001140361-15-000180.txt
14001,103730,VISHAY INTERTECHNOLOGY INC,4,2015-01-05,edgar/data/103730/0001140361-15-000245.txt
14002,103730,VISHAY INTERTECHNOLOGY INC,4,2015-02-11,edgar/data/103730/0001140361-15-005590.txt
14003,103730,VISHAY INTERTECHNOLOGY INC,4,2015-02-26,edgar/data/103730/0001140361-15-009125.txt
14004,103730,VISHAY INTERTECHNOLOGY INC,4,2015-03-04,edgar/data/103730/0001140361-15-010222.txt
14005,103730,VISHAY INTERTECHNOLOGY INC,4,2015-03-04,edgar/data/103730/0001140361-15-010223.txt
14006,103730,VISHAY INTERTECHNOLOGY INC,4,2015-03-04,edgar/data/103730/0001140361-15-010224.txt
14007,103730,VISHAY INTERTECHNOLOGY INC,4,2015-03-04,edgar/data/103730/0001140361-15-010226.txt
14008,103730,VISHAY INTERTECHNOLOGY INC,4,2015-03-04,edgar/data/103730/0001140361-15-010227.txt
14009,103730,VISHAY INTERTECHNOLOGY INC,4,2015-03-04,edgar/data/103730/0001140361-15-010228.txt
14010,103730,VISHAY INTERTECHNOLOGY INC,5,2015-02-11,edgar/data/103730/0001140361-15-005584.txt
14011,103730,VISHAY INTERTECHNOLOGY INC,5,2015-02-11,edgar/data/103730/0001140361-15-005588.txt
14012,103730,VISHAY INTERTECHNOLOGY INC,8-K,2015-02-05,edgar/data/103730/0000103730-15-000002.txt
14013,103730,VISHAY INTERTECHNOLOGY INC,8-K,2015-02-20,edgar/data/103730/0000103730-15-000009.txt
14014,103730,VISHAY INTERTECHNOLOGY INC,8-K,2015-03-04,edgar/data/103730/0000103730-15-000011.txt
14015,103730,VISHAY INTERTECHNOLOGY INC,8-K,2015-03-13,edgar/data/103730/0000103730-15-000013.txt
14016,103730,VISHAY INTERTECHNOLOGY INC,SC 13D,2015-03-30,edgar/data/103730/0000103730-15-000015.txt
14017,103730,VISHAY INTERTECHNOLOGY INC,SC 13G/A,2015-01-29,edgar/data/103730/0000906304-15-000201.txt
14018,103730,VISHAY INTERTECHNOLOGY INC,SC 13G/A,2015-01-30,edgar/data/103730/0001086364-15-001428.txt
14019,103730,VISHAY INTERTECHNOLOGY INC,SC 13G/A,2015-02-05,edgar/data/103730/0001258897-15-000981.txt
14020,103730,VISHAY INTERTECHNOLOGY INC,SC 13G/A,2015-02-10,edgar/data/103730/0001390777-15-000055.txt
14021,103730,VISHAY INTERTECHNOLOGY INC,SC 13G/A,2015-02-11,edgar/data/103730/0000932471-15-004918.txt
14022,103730,VISHAY INTERTECHNOLOGY INC,SC 13G,2015-02-10,edgar/data/103730/0001390777-15-000028.txt
14023,103730,VISHAY INTERTECHNOLOGY INC,SC 13G,2015-02-12,edgar/data/103730/0001050470-15-000020.txt
14406,1038074,SILICON LABORATORIES INC,10-K,2015-02-06,edgar/data/1038074/0001047469-15-000641.txt
14407,1038074,SILICON LABORATORIES INC,3,2015-01-12,edgar/data/1038074/0001576021-15-000003.txt
14408,1038074,SILICON LABORATORIES INC,4,2015-01-02,edgar/data/1038074/0001576021-15-000001.txt
14409,1038074,SILICON LABORATORIES INC,4,2015-01-02,edgar/data/1038074/0001576021-15-000002.txt
14410,1038074,SILICON LABORATORIES INC,4,2015-02-06,edgar/data/1038074/0001576021-15-000004.txt
14411,1038074,SILICON LABORATORIES INC,4,2015-02-13,edgar/data/1038074/0001576021-15-000005.txt
14412,1038074,SILICON LABORATORIES INC,4,2015-02-17,edgar/data/1038074/0001576021-15-000006.txt
14413,1038074,SILICON LABORATORIES INC,4,2015-02-17,edgar/data/1038074/0001576021-15-000007.txt
14414,1038074,SILICON LABORATORIES INC,4,2015-02-18,edgar/data/1038074/0001104659-15-011769.txt
14415,1038074,SILICON LABORATORIES INC,4,2015-02-18,edgar/data/1038074/0001104659-15-011771.txt
14416,1038074,SILICON LABORATORIES INC,4,2015-02-18,edgar/data/1038074/0001104659-15-011773.txt
14417,1038074,SILICON LABORATORIES INC,4,2015-02-18,edgar/data/1038074/0001576021-15-000008.txt
14418,1038074,SILICON LABORATORIES INC,4,2015-02-18,edgar/data/1038074/0001576021-15-000009.txt
14419,1038074,SILICON LABORATORIES INC,4,2015-02-19,edgar/data/1038074/0001104659-15-012007.txt
14420,1038074,SILICON LABORATORIES INC,4,2015-02-20,edgar/data/1038074/0001576021-15-000010.txt
14421,1038074,SILICON LABORATORIES INC,4,2015-02-24,edgar/data/1038074/0001418215-15-000001.txt
14422,1038074,SILICON LABORATORIES INC,4,2015-02-25,edgar/data/1038074/0001576021-15-000011.txt
14423,1038074,SILICON LABORATORIES INC,4,2015-02-25,edgar/data/1038074/0001576021-15-000012.txt
14424,1038074,SILICON LABORATORIES INC,4,2015-02-25,edgar/data/1038074/0001576021-15-000013.txt
14425,1038074,SILICON LABORATORIES INC,4,2015-03-18,edgar/data/1038074/0001576021-15-000014.txt
14426,1038074,SILICON LABORATORIES INC,4,2015-03-20,edgar/data/1038074/0001576021-15-000015.txt
14427,1038074,SILICON LABORATORIES INC,4,2015-03-23,edgar/data/1038074/0001418215-15-000002.txt
14428,1038074,SILICON LABORATORIES INC,8-K,2015-01-08,edgar/data/1038074/0001104659-15-001143.txt
14429,1038074,SILICON LABORATORIES INC,8-K,2015-01-30,edgar/data/1038074/0001104659-15-005593.txt
14430,1038074,SILICON LABORATORIES INC,8-K,2015-02-04,edgar/data/1038074/0001104659-15-006485.txt
14431,1038074,SILICON LABORATORIES INC,8-K,2015-02-04,edgar/data/1038074/0001104659-15-006535.txt
14432,1038074,SILICON LABORATORIES INC,DEF 14A,2015-03-09,edgar/data/1038074/0001571049-15-001777.txt
14433,1038074,SILICON LABORATORIES INC,DEFA14A,2015-03-09,edgar/data/1038074/0001571049-15-001778.txt
14434,1038074,SILICON LABORATORIES INC,SC 13G/A,2015-01-23,edgar/data/1038074/0001086364-15-000781.txt
14435,1038074,SILICON LABORATORIES INC,SC 13G/A,2015-02-11,edgar/data/1038074/0000932471-15-004651.txt
14436,1038074,SILICON LABORATORIES INC,SC 13G/A,2015-02-13,edgar/data/1038074/0000315066-15-002277.txt
14437,1038074,SILICON LABORATORIES INC,SC 13G/A,2015-02-17,edgar/data/1038074/0000902664-15-000997.txt
21457,1056696,MANHATTAN ASSOCIATES INC,10-K,2015-02-05,edgar/data/1056696/0001564590-15-000520.txt
21458,1056696,MANHATTAN ASSOCIATES INC,4,2015-01-27,edgar/data/1056696/0001209191-15-006756.txt
21459,1056696,MANHATTAN ASSOCIATES INC,4,2015-01-27,edgar/data/1056696/0001209191-15-006757.txt
21460,1056696,MANHATTAN ASSOCIATES INC,4,2015-01-27,edgar/data/1056696/0001209191-15-006759.txt
21461,1056696,MANHATTAN ASSOCIATES INC,4,2015-01-27,edgar/data/1056696/0001209191-15-006760.txt
21462,1056696,MANHATTAN ASSOCIATES INC,4,2015-01-27,edgar/data/1056696/0001209191-15-006763.txt
21463,1056696,MANHATTAN ASSOCIATES INC,4,2015-01-28,edgar/data/1056696/0001209191-15-007321.txt
21464,1056696,MANHATTAN ASSOCIATES INC,4,2015-01-29,edgar/data/1056696/0001209191-15-007334.txt
21465,1056696,MANHATTAN ASSOCIATES INC,4,2015-01-29,edgar/data/1056696/0001209191-15-007335.txt
21466,1056696,MANHATTAN ASSOCIATES INC,4,2015-01-29,edgar/data/1056696/0001209191-15-007336.txt
21467,1056696,MANHATTAN ASSOCIATES INC,4,2015-01-29,edgar/data/1056696/0001209191-15-007475.txt
21468,1056696,MANHATTAN ASSOCIATES INC,4,2015-01-29,edgar/data/1056696/0001209191-15-007476.txt
21469,1056696,MANHATTAN ASSOCIATES INC,4,2015-01-29,edgar/data/1056696/0001209191-15-007477.txt
21470,1056696,MANHATTAN ASSOCIATES INC,4,2015-01-29,edgar/data/1056696/0001209191-15-007478.txt
21471,1056696,MANHATTAN ASSOCIATES INC,4,2015-02-03,edgar/data/1056696/0001209191-15-008866.txt
21472,1056696,MANHATTAN ASSOCIATES INC,4,2015-02-03,edgar/data/1056696/0001209191-15-008869.txt
21473,1056696,MANHATTAN ASSOCIATES INC,4,2015-02-03,edgar/data/1056696/0001209191-15-008872.txt
21474,1056696,MANHATTAN ASSOCIATES INC,4,2015-02-03,edgar/data/1056696/0001209191-15-008874.txt
21475,1056696,MANHATTAN ASSOCIATES INC,4,2015-02-03,edgar/data/1056696/0001209191-15-008878.txt
21476,1056696,MANHATTAN ASSOCIATES INC,4,2015-02-06,edgar/data/1056696/0001209191-15-010327.txt
21477,1056696,MANHATTAN ASSOCIATES INC,4,2015-02-06,edgar/data/1056696/0001209191-15-010332.txt
21478,1056696,MANHATTAN ASSOCIATES INC,4,2015-02-06,edgar/data/1056696/0001209191-15-010335.txt
21479,1056696,MANHATTAN ASSOCIATES INC,4,2015-02-18,edgar/data/1056696/0001209191-15-015392.txt
21480,1056696,MANHATTAN ASSOCIATES INC,4,2015-02-18,edgar/data/1056696/0001209191-15-015396.txt
21481,1056696,MANHATTAN ASSOCIATES INC,4,2015-02-25,edgar/data/1056696/0001209191-15-018526.txt
21482,1056696,MANHATTAN ASSOCIATES INC,4,2015-02-26,edgar/data/1056696/0001209191-15-019074.txt
21483,1056696,MANHATTAN ASSOCIATES INC,4,2015-03-03,edgar/data/1056696/0001209191-15-021911.txt
21484,1056696,MANHATTAN ASSOCIATES INC,4,2015-03-03,edgar/data/1056696/0001209191-15-021912.txt
21485,1056696,MANHATTAN ASSOCIATES INC,4,2015-03-03,edgar/data/1056696/0001209191-15-021913.txt
21486,1056696,MANHATTAN ASSOCIATES INC,4,2015-03-03,edgar/data/1056696/0001209191-15-021914.txt
21487,1056696,MANHATTAN ASSOCIATES INC,4,2015-03-03,edgar/data/1056696/0001209191-15-021916.txt
21488,1056696,MANHATTAN ASSOCIATES INC,4,2015-03-05,edgar/data/1056696/0001209191-15-022941.txt
21489,1056696,MANHATTAN ASSOCIATES INC,4,2015-03-05,edgar/data/1056696/0001209191-15-022943.txt
21490,1056696,MANHATTAN ASSOCIATES INC,4,2015-03-05,edgar/data/1056696/0001209191-15-022948.txt
21491,1056696,MANHATTAN ASSOCIATES INC,4,2015-03-05,edgar/data/1056696/0001209191-15-022951.txt
21492,1056696,MANHATTAN ASSOCIATES INC,4,2015-03-05,edgar/data/1056696/0001209191-15-022956.txt
21493,1056696,MANHATTAN ASSOCIATES INC,8-K,2015-02-03,edgar/data/1056696/0001193125-15-031447.txt
21494,1056696,MANHATTAN ASSOCIATES INC,SC 13G/A,2015-01-09,edgar/data/1056696/0001086364-15-000126.txt
21495,1056696,MANHATTAN ASSOCIATES INC,SC 13G/A,2015-01-28,edgar/data/1056696/0000914208-15-000038.txt
21496,1056696,MANHATTAN ASSOCIATES INC,SC 13G/A,2015-02-05,edgar/data/1056696/0001398344-15-000668.txt
21497,1056696,MANHATTAN ASSOCIATES INC,SC 13G/A,2015-02-11,edgar/data/1056696/0000932471-15-004614.txt
21498,1056696,MANHATTAN ASSOCIATES INC,SC 13G,2015-01-13,edgar/data/1056696/0000940394-15-000045.txt
21499,1056696,MANHATTAN ASSOCIATES INC,SC 13G,2015-02-12,edgar/data/1056696/0001140361-15-005780.txt
23706,1062449,BUFFALO WILD WINGS INC,10-K,2015-02-23,edgar/data/1062449/0001062449-15-000007.txt
23707,1062449,BUFFALO WILD WINGS INC,4,2015-01-07,edgar/data/1062449/0001437749-15-000373.txt
23708,1062449,BUFFALO WILD WINGS INC,4,2015-01-16,edgar/data/1062449/0001437749-15-000780.txt
23709,1062449,BUFFALO WILD WINGS INC,4,2015-02-09,edgar/data/1062449/0001437749-15-002158.txt
23710,1062449,BUFFALO WILD WINGS INC,4,2015-02-11,edgar/data/1062449/0001437749-15-002400.txt
23711,1062449,BUFFALO WILD WINGS INC,4,2015-02-17,edgar/data/1062449/0001437749-15-002762.txt
23712,1062449,BUFFALO WILD WINGS INC,4,2015-02-24,edgar/data/1062449/0001437749-15-003289.txt
23713,1062449,BUFFALO WILD WINGS INC,4,2015-02-24,edgar/data/1062449/0001437749-15-003290.txt
23714,1062449,BUFFALO WILD WINGS INC,4,2015-02-24,edgar/data/1062449/0001437749-15-003291.txt
23715,1062449,BUFFALO WILD WINGS INC,4,2015-02-24,edgar/data/1062449/0001437749-15-003292.txt
23716,1062449,BUFFALO WILD WINGS INC,4,2015-02-24,edgar/data/1062449/0001437749-15-003293.txt
23717,1062449,BUFFALO WILD WINGS INC,4,2015-02-24,edgar/data/1062449/0001437749-15-003294.txt
23718,1062449,BUFFALO WILD WINGS INC,4,2015-02-24,edgar/data/1062449/0001437749-15-003295.txt
23719,1062449,BUFFALO WILD WINGS INC,4,2015-02-24,edgar/data/1062449/0001437749-15-003296.txt
23720,1062449,BUFFALO WILD WINGS INC,4,2015-03-09,edgar/data/1062449/0001437749-15-004536.txt
23721,1062449,BUFFALO WILD WINGS INC,4,2015-03-10,edgar/data/1062449/0001437749-15-004680.txt
23722,1062449,BUFFALO WILD WINGS INC,4,2015-03-10,edgar/data/1062449/0001437749-15-004681.txt
23723,1062449,BUFFALO WILD WINGS INC,4,2015-03-10,edgar/data/1062449/0001437749-15-004682.txt
23724,1062449,BUFFALO WILD WINGS INC,4,2015-03-10,edgar/data/1062449/0001437749-15-004683.txt
23725,1062449,BUFFALO WILD WINGS INC,4,2015-03-10,edgar/data/1062449/0001437749-15-004684.txt
23726,1062449,BUFFALO WILD WINGS INC,4,2015-03-10,edgar/data/1062449/0001437749-15-004685.txt
23727,1062449,BUFFALO WILD WINGS INC,4,2015-03-10,edgar/data/1062449/0001437749-15-004686.txt
23728,1062449,BUFFALO WILD WINGS INC,4,2015-03-16,edgar/data/1062449/0001437749-15-005199.txt
23729,1062449,BUFFALO WILD WINGS INC,4,2015-03-16,edgar/data/1062449/0001437749-15-005200.txt
23730,1062449,BUFFALO WILD WINGS INC,4,2015-03-16,edgar/data/1062449/0001437749-15-005201.txt
23731,1062449,BUFFALO WILD WINGS INC,8-K,2015-02-05,edgar/data/1062449/0001062449-15-000003.txt
23732,1062449,BUFFALO WILD WINGS INC,ARS,2015-03-30,edgar/data/1062449/9999999997-15-007936.txt
23733,1062449,BUFFALO WILD WINGS INC,DEF 14A,2015-03-27,edgar/data/1062449/0001047469-15-002831.txt
23734,1062449,BUFFALO WILD WINGS INC,DEFA14A,2015-03-27,edgar/data/1062449/0001104659-15-023254.txt
23735,1062449,BUFFALO WILD WINGS INC,SC 13G/A,2015-01-22,edgar/data/1062449/0001086364-15-000438.txt
23736,1062449,BUFFALO WILD WINGS INC,SC 13G/A,2015-02-10,edgar/data/1062449/0000932471-15-003991.txt
23737,1062449,BUFFALO WILD WINGS INC,SC 13G/A,2015-02-13,edgar/data/1062449/0000315066-15-001808.txt
27929,1077771,UMPQUA HOLDINGS CORP,10-K,2015-02-23,edgar/data/1077771/0001077771-15-000082.txt
27930,1077771,UMPQUA HOLDINGS CORP,11-K,2015-01-23,edgar/data/1077771/0001077771-15-000004.txt
27931,1077771,UMPQUA HOLDINGS CORP,4,2015-01-29,edgar/data/1077771/0001077771-15-000014.txt
27932,1077771,UMPQUA HOLDINGS CORP,4,2015-01-29,edgar/data/1077771/0001077771-15-000015.txt
27933,1077771,UMPQUA HOLDINGS CORP,4,2015-01-29,edgar/data/1077771/0001077771-15-000016.txt
27934,1077771,UMPQUA HOLDINGS CORP,4,2015-01-29,edgar/data/1077771/0001077771-15-000017.txt
27935,1077771,UMPQUA HOLDINGS CORP,4,2015-01-29,edgar/data/1077771/0001077771-15-000018.txt
27936,1077771,UMPQUA HOLDINGS CORP,4,2015-01-29,edgar/data/1077771/0001077771-15-000019.txt
27937,1077771,UMPQUA HOLDINGS CORP,4,2015-01-30,edgar/data/1077771/0001077771-15-000021.txt
27938,1077771,UMPQUA HOLDINGS CORP,4,2015-02-03,edgar/data/1077771/0001077771-15-000025.txt
27939,1077771,UMPQUA HOLDINGS CORP,4,2015-02-03,edgar/data/1077771/0001077771-15-000026.txt
27940,1077771,UMPQUA HOLDINGS CORP,4,2015-02-03,edgar/data/1077771/0001077771-15-000027.txt
27941,1077771,UMPQUA HOLDINGS CORP,4,2015-02-03,edgar/data/1077771/0001077771-15-000031.txt
27942,1077771,UMPQUA HOLDINGS CORP,4,2015-02-03,edgar/data/1077771/0001077771-15-000032.txt
27943,1077771,UMPQUA HOLDINGS CORP,4,2015-02-03,edgar/data/1077771/0001077771-15-000033.txt
27944,1077771,UMPQUA HOLDINGS CORP,4,2015-02-03,edgar/data/1077771/0001077771-15-000035.txt
27945,1077771,UMPQUA HOLDINGS CORP,4,2015-02-04,edgar/data/1077771/0001077771-15-000037.txt
27946,1077771,UMPQUA HOLDINGS CORP,4,2015-02-04,edgar/data/1077771/0001077771-15-000039.txt
27947,1077771,UMPQUA HOLDINGS CORP,4,2015-02-06,edgar/data/1077771/0001077771-15-000044.txt
27948,1077771,UMPQUA HOLDINGS CORP,4,2015-02-06,edgar/data/1077771/0001077771-15-000045.txt
27949,1077771,UMPQUA HOLDINGS CORP,4,2015-02-06,edgar/data/1077771/0001077771-15-000046.txt
27950,1077771,UMPQUA HOLDINGS CORP,4,2015-02-06,edgar/data/1077771/0001077771-15-000047.txt
27951,1077771,UMPQUA HOLDINGS CORP,4,2015-02-10,edgar/data/1077771/0001077771-15-000049.txt
27952,1077771,UMPQUA HOLDINGS CORP,4,2015-02-12,edgar/data/1077771/0001077771-15-000067.txt
27953,1077771,UMPQUA HOLDINGS CORP,4,2015-02-12,edgar/data/1077771/0001077771-15-000068.txt
27954,1077771,UMPQUA HOLDINGS CORP,4,2015-02-12,edgar/data/1077771/0001077771-15-000069.txt
27955,1077771,UMPQUA HOLDINGS CORP,4,2015-02-12,edgar/data/1077771/0001077771-15-000070.txt
27956,1077771,UMPQUA HOLDINGS CORP,4,2015-02-12,edgar/data/1077771/0001077771-15-000071.txt
27957,1077771,UMPQUA HOLDINGS CORP,4,2015-02-12,edgar/data/1077771/0001077771-15-000072.txt
27958,1077771,UMPQUA HOLDINGS CORP,4,2015-02-12,edgar/data/1077771/0001077771-15-000073.txt
27959,1077771,UMPQUA HOLDINGS CORP,4,2015-02-12,edgar/data/1077771/0001077771-15-000074.txt
27960,1077771,UMPQUA HOLDINGS CORP,4,2015-02-12,edgar/data/1077771/0001077771-15-000075.txt
27961,1077771,UMPQUA HOLDINGS CORP,4,2015-02-12,edgar/data/1077771/0001077771-15-000076.txt
27962,1077771,UMPQUA HOLDINGS CORP,4,2015-02-12,edgar/data/1077771/0001077771-15-000077.txt
27963,1077771,UMPQUA HOLDINGS CORP,4,2015-03-24,edgar/data/1077771/0001077771-15-000092.txt
27964,1077771,UMPQUA HOLDINGS CORP,8-K,2015-01-28,edgar/data/1077771/0001077771-15-000007.txt
27965,1077771,UMPQUA HOLDINGS CORP,8-K,2015-02-17,edgar/data/1077771/0001077771-15-000079.txt
27966,1077771,UMPQUA HOLDINGS CORP,8-K,2015-03-16,edgar/data/1077771/0001077771-15-000090.txt
