,CIK,Company Name,Form Type,Date Filed,Filename,Text
280528,82811,REGAL BELOIT CORP,8-K,2015-02-04,edgar/data/82811/0001104659-15-006721.txt,
280529,82811,REGAL BELOIT CORP,8-K,2015-02-17,edgar/data/82811/0000082811-15-000009.txt,
284281,84839,ROLLINS INC,8-K,2015-01-14,edgar/data/84839/0001552781-15-000044.txt,
284282,84839,ROLLINS INC,8-K,2015-01-22,edgar/data/84839/0001552781-15-000082.txt,
284283,84839,ROLLINS INC,8-K,2015-01-28,edgar/data/84839/0001552781-15-000114.txt,
284284,84839,ROLLINS INC,8-K,2015-01-28,edgar/data/84839/0001552781-15-000115.txt,
284285,84839,ROLLINS INC,8-K,2015-01-28,edgar/data/84839/0001552781-15-000125.txt,
284286,84839,ROLLINS INC,8-K,2015-02-04,edgar/data/84839/0001552781-15-000163.txt,
284287,84839,ROLLINS INC,8-K,2015-03-02,edgar/data/84839/0001552781-15-000292.txt,
285239,853816,LANDSTAR SYSTEM INC,8-K,2015-01-29,edgar/data/853816/0001193125-15-025466.txt,
285240,853816,LANDSTAR SYSTEM INC,8-K,2015-01-29,edgar/data/853816/0001193125-15-025488.txt,
285241,853816,LANDSTAR SYSTEM INC,8-K,2015-03-16,edgar/data/853816/0001193125-15-093794.txt,
285242,853816,LANDSTAR SYSTEM INC,8-K,2015-03-19,edgar/data/853816/0001193125-15-098497.txt,
287110,861361,B/E AEROSPACE INC,8-K,2015-01-29,edgar/data/861361/0000947871-15-000061.txt,
287200,861459,GRANITE CONSTRUCTION INC,8-K,2015-02-27,edgar/data/861459/0001157523-15-000757.txt,
288756,868857,AECOM,8-K,2015-01-09,edgar/data/868857/0001104659-15-001564.txt,
288757,868857,AECOM,8-K,2015-02-10,edgar/data/868857/0001104659-15-008108.txt,
288758,868857,AECOM,8-K,2015-03-06,edgar/data/868857/0001104659-15-017789.txt,
288759,868857,AECOM,8-K,2015-03-10,edgar/data/868857/0001104659-15-018295.txt,
295700,887936,FTI CONSULTING INC,8-K,2015-01-20,edgar/data/887936/0001193125-15-013956.txt,
295701,887936,FTI CONSULTING INC,8-K,2015-01-20,edgar/data/887936/0001193125-15-014998.txt,
295702,887936,FTI CONSULTING INC,8-K,2015-02-03,edgar/data/887936/0001193125-15-031720.txt,
295703,887936,FTI CONSULTING INC,8-K,2015-02-20,edgar/data/887936/0001193125-15-056498.txt,
295704,887936,FTI CONSULTING INC,8-K,2015-02-24,edgar/data/887936/0001193125-15-060000.txt,
295705,887936,FTI CONSULTING INC,8-K,2015-02-24,edgar/data/887936/0001193125-15-060165.txt,
300475,900075,COPART INC,8-K,2015-02-25,edgar/data/900075/0001145443-15-000272.txt,
318147,97216,TEREX CORP,8-K,2015-01-28,edgar/data/97216/0000097216-15-000015.txt,
318148,97216,TEREX CORP,8-K,2015-02-17,edgar/data/97216/0000097216-15-000025.txt,
318149,97216,TEREX CORP,8-K,2015-02-20,edgar/data/97216/0000097216-15-000027.txt,
318537,99780,TRINITY INDUSTRIES INC,8-K,2015-02-19,edgar/data/99780/0000099780-15-000025.txt,
318538,99780,TRINITY INDUSTRIES INC,8-K,2015-03-02,edgar/data/99780/0000099780-15-000028.txt,
1250,1003078,MSC INDUSTRIAL DIRECT CO INC,8-K,2015-04-03,edgar/data/1003078/0001003078-15-000010.txt,
1251,1003078,MSC INDUSTRIAL DIRECT CO INC,8-K,2015-04-08,edgar/data/1003078/0001003078-15-000014.txt,
1252,1003078,MSC INDUSTRIAL DIRECT CO INC,8-K,2015-06-23,edgar/data/1003078/0001003078-15-000025.txt,
3586,1012620,GENESEE & WYOMING INC,8-K,2015-05-01,edgar/data/1012620/0001157523-15-001504.txt,
3587,1012620,GENESEE & WYOMING INC,8-K,2015-05-13,edgar/data/1012620/0001193125-15-185951.txt,
3588,1012620,GENESEE & WYOMING INC,8-K,2015-06-11,edgar/data/1012620/0001193125-15-219726.txt,
3589,1012620,GENESEE & WYOMING INC,8-K,2015-06-22,edgar/data/1012620/0001193125-15-230593.txt,
7553,102729,VALMONT INDUSTRIES INC,8-K,2015-04-23,edgar/data/102729/0000900440-15-000043.txt,
7554,102729,VALMONT INDUSTRIES INC,8-K,2015-04-23,edgar/data/102729/0000900440-15-000045.txt,
7555,102729,VALMONT INDUSTRIES INC,8-K,2015-06-02,edgar/data/102729/0000900440-15-000063.txt,
13804,105016,WATSCO INC,8-K,2015-04-15,edgar/data/105016/0001193125-15-130267.txt,
13805,105016,WATSCO INC,8-K,2015-05-15,edgar/data/105016/0001193125-15-190405.txt,
16384,105634,EMCOR GROUP INC,8-K,2015-04-30,edgar/data/105634/0000105634-15-000075.txt,
16385,105634,EMCOR GROUP INC,8-K,2015-05-05,edgar/data/105634/0000105634-15-000103.txt,
16386,105634,EMCOR GROUP INC,8-K,2015-06-15,edgar/data/105634/0000105634-15-000130.txt,
19376,1069202,LENNOX INTERNATIONAL INC,8-K,2015-04-20,edgar/data/1069202/0001193125-15-137041.txt,
19377,1069202,LENNOX INTERNATIONAL INC,8-K,2015-05-14,edgar/data/1069202/0001193125-15-188286.txt,
19378,1069202,LENNOX INTERNATIONAL INC,8-K,2015-06-10,edgar/data/1069202/0001193125-15-219294.txt,
25367,1094285,TELEDYNE TECHNOLOGIES INC,8-K,2015-04-15,edgar/data/1094285/0001094285-15-000043.txt,
25368,1094285,TELEDYNE TECHNOLOGIES INC,8-K,2015-04-22,edgar/data/1094285/0001094285-15-000047.txt,
25369,1094285,TELEDYNE TECHNOLOGIES INC,8-K,2015-04-30,edgar/data/1094285/0001094285-15-000074.txt,
25370,1094285,TELEDYNE TECHNOLOGIES INC,8-K,2015-05-05,edgar/data/1094285/0001094285-15-000082.txt,
25371,1094285,TELEDYNE TECHNOLOGIES INC,8-K,2015-06-18,edgar/data/1094285/0001094285-15-000093.txt,
38328,1158463,JETBLUE AIRWAYS CORP,8-K,2015-04-10,edgar/data/1158463/0001158463-15-000023.txt,
38329,1158463,JETBLUE AIRWAYS CORP,8-K,2015-04-28,edgar/data/1158463/0001158463-15-000027.txt,
38330,1158463,JETBLUE AIRWAYS CORP,8-K,2015-04-28,edgar/data/1158463/0001158463-15-000029.txt,
38331,1158463,JETBLUE AIRWAYS CORP,8-K,2015-05-14,edgar/data/1158463/0001158463-15-000034.txt,
38332,1158463,JETBLUE AIRWAYS CORP,8-K,2015-05-28,edgar/data/1158463/0001158463-15-000036.txt,
38333,1158463,JETBLUE AIRWAYS CORP,8-K,2015-06-10,edgar/data/1158463/0001158463-15-000043.txt,
38334,1158463,JETBLUE AIRWAYS CORP,8-K,2015-06-16,edgar/data/1158463/0001158463-15-000045.txt,
198806,27996,DELUXE CORP,8-K,2015-04-23,edgar/data/27996/0000027996-15-000008.txt,
199016,29644,DONALDSON CO INC,8-K,2015-04-21,edgar/data/29644/0000897101-15-000517.txt,
199017,29644,DONALDSON CO INC,8-K,2015-05-01,edgar/data/29644/0000897101-15-000604.txt,
199018,29644,DONALDSON CO INC,8-K,2015-05-21,edgar/data/29644/0000897101-15-000692.txt,
199019,29644,DONALDSON CO INC,8-K,2015-05-29,edgar/data/29644/0000897101-15-000748.txt,
199020,29644,DONALDSON CO INC,8-K,2015-06-30,edgar/data/29644/0000897101-15-000898.txt,
202430,33619,ESTERLINE TECHNOLOGIES CORP,8-K,2015-04-08,edgar/data/33619/0001193125-15-122716.txt,
202431,33619,ESTERLINE TECHNOLOGIES CORP,8-K,2015-04-13,edgar/data/33619/0001193125-15-127512.txt,
202432,33619,ESTERLINE TECHNOLOGIES CORP,8-K,2015-04-15,edgar/data/33619/0001193125-15-129616.txt,
202433,33619,ESTERLINE TECHNOLOGIES CORP,8-K,2015-06-04,edgar/data/33619/0001193125-15-213383.txt,
202434,33619,ESTERLINE TECHNOLOGIES CORP,8-K,2015-06-18,edgar/data/33619/0001193125-15-227313.txt,
205755,40211,GATX CORP,8-K,2015-04-23,edgar/data/40211/0000040211-15-000015.txt,
205756,40211,GATX CORP,8-K,2015-04-28,edgar/data/40211/0000040211-15-000022.txt,
206291,42888,GRACO INC,8-K,2015-04-01,edgar/data/42888/0001193125-15-115751.txt,
206292,42888,GRACO INC,8-K,2015-04-29,edgar/data/42888/0001193125-15-156228.txt,
206293,42888,GRACO INC,8-K,2015-06-12,edgar/data/42888/0001193125-15-221729.txt,
206294,42888,GRACO INC,8-K,2015-06-29,edgar/data/42888/0001193125-15-238061.txt,
206808,48287,HNI CORP,8-K,2015-04-23,edgar/data/48287/0000048287-15-000016.txt,
206809,48287,HNI CORP,8-K,2015-05-08,edgar/data/48287/0000048287-15-000021.txt,
206810,48287,HNI CORP,8-K,2015-06-12,edgar/data/48287/0001140361-15-024085.txt,
206861,48898,HUBBELL INC,8-K,2015-04-23,edgar/data/48898/0001628280-15-002883.txt,
206862,48898,HUBBELL INC,8-K,2015-05-11,edgar/data/48898/0001299933-15-000744.txt,
208181,55242,KENNAMETAL INC,8-K,2015-05-05,edgar/data/55242/0000055242-15-000010.txt,
208182,55242,KENNAMETAL INC,8-K,2015-06-23,edgar/data/55242/0001193125-15-231797.txt,
208280,56047,KIRBY CORP,8-K,2015-04-30,edgar/data/56047/0001140361-15-016886.txt,
208281,56047,KIRBY CORP,8-K,2015-05-05,edgar/data/56047/0001140361-15-017531.txt,
208710,59527,LINCOLN ELECTRIC HOLDINGS INC,8-K,2015-04-02,edgar/data/59527/0001193125-15-117134.txt,
208711,59527,LINCOLN ELECTRIC HOLDINGS INC,8-K,2015-04-21,edgar/data/59527/0000059527-15-000011.txt,
208712,59527,LINCOLN ELECTRIC HOLDINGS INC,8-K,2015-04-28,edgar/data/59527/0001193125-15-151490.txt,
208713,59527,LINCOLN ELECTRIC HOLDINGS INC,8-K,2015-06-16,edgar/data/59527/0001193125-15-223997.txt,
209683,67215,DYCOM INDUSTRIES INC,8-K,2015-04-27,edgar/data/67215/0000947871-15-000331.txt,
209684,67215,DYCOM INDUSTRIES INC,8-K,2015-05-20,edgar/data/67215/0000067215-15-000013.txt,
209685,67215,DYCOM INDUSTRIES INC,8-K,2015-05-22,edgar/data/67215/0000067215-15-000015.txt,
209686,67215,DYCOM INDUSTRIES INC,8-K,2015-06-04,edgar/data/67215/0000067215-15-000021.txt,
214308,72331,NORDSON CORP,8-K,2015-05-19,edgar/data/72331/0001157523-15-001856.txt,
220964,775158,OSHKOSH CORP,8-K,2015-04-28,edgar/data/775158/0001104659-15-030777.txt,
223247,793074,WERNER ENTERPRISES INC,8-K,2015-04-22,edgar/data/793074/0000793074-15-000016.txt,
223248,793074,WERNER ENTERPRISES INC,8-K,2015-05-13,edgar/data/793074/0000793074-15-000020.txt,
223249,793074,WERNER ENTERPRISES INC,8-K,2015-05-13,edgar/data/793074/0000793074-15-000022.txt,
224753,801898,JOY GLOBAL INC,8-K,2015-06-04,edgar/data/801898/0000801898-15-000037.txt,
229433,822818,CLEAN HARBORS INC,8-K,2015-05-06,edgar/data/822818/0001104659-15-034529.txt,
229434,822818,CLEAN HARBORS INC,8-K,2015-06-16,edgar/data/822818/0000822818-15-000015.txt,
230433,82811,REGAL BELOIT CORP,8-K,2015-05-01,edgar/data/82811/0001104659-15-033047.txt,
230434,82811,REGAL BELOIT CORP,8-K,2015-05-11,edgar/data/82811/0000082811-15-000037.txt,
233659,84839,ROLLINS INC,8-K,2015-04-02,edgar/data/84839/0001552781-15-000422.txt,
233660,84839,ROLLINS INC,8-K,2015-04-15,edgar/data/84839/0001552781-15-000495.txt,
233661,84839,ROLLINS INC,8-K,2015-04-28,edgar/data/84839/0001552781-15-000521.txt,
233662,84839,ROLLINS INC,8-K,2015-04-29,edgar/data/84839/0001552781-15-000524.txt,
233663,84839,ROLLINS INC,8-K,2015-04-29,edgar/data/84839/0001552781-15-000525.txt,
233664,84839,ROLLINS INC,8-K,2015-04-29,edgar/data/84839/0001552781-15-000529.txt,
233665,84839,ROLLINS INC,8-K,2015-06-19,edgar/data/84839/0001552781-15-000650.txt,
234348,853816,LANDSTAR SYSTEM INC,8-K,2015-04-23,edgar/data/853816/0001193125-15-144423.txt,
234349,853816,LANDSTAR SYSTEM INC,8-K,2015-05-22,edgar/data/853816/0001193125-15-198033.txt,
235836,861361,B/E AEROSPACE INC,8-K,2015-04-23,edgar/data/861361/0000947871-15-000322.txt,
235873,861459,GRANITE CONSTRUCTION INC,8-K,2015-05-05,edgar/data/861459/0001157523-15-001563.txt,
235874,861459,GRANITE CONSTRUCTION INC,8-K,2015-06-09,edgar/data/861459/0000861459-15-000023.txt,
237115,868857,AECOM,8-K,2015-05-12,edgar/data/868857/0001104659-15-037150.txt,
237116,868857,AECOM,8-K,2015-06-04,edgar/data/868857/0001104659-15-043292.txt,
242733,887936,FTI CONSULTING INC,8-K,2015-05-04,edgar/data/887936/0001193125-15-169230.txt,
242734,887936,FTI CONSULTING INC,8-K,2015-05-05,edgar/data/887936/0001193125-15-172315.txt,
242735,887936,FTI CONSULTING INC,8-K,2015-05-12,edgar/data/887936/0001193125-15-184147.txt,
242736,887936,FTI CONSULTING INC,8-K,2015-06-05,edgar/data/887936/0001193125-15-215079.txt,
242737,887936,FTI CONSULTING INC,8-K,2015-06-30,edgar/data/887936/0001193125-15-241399.txt,
246669,900075,COPART INC,8-K,2015-05-28,edgar/data/900075/0001206774-15-001798.txt,
246670,900075,COPART INC,8-K,2015-06-04,edgar/data/900075/0001193125-15-212513.txt,
246671,900075,COPART INC,8-K,2015-06-24,edgar/data/900075/0001193125-15-233547.txt,
259611,97216,TEREX CORP,8-K,2015-04-17,edgar/data/97216/0000097216-15-000092.txt,
259612,97216,TEREX CORP,8-K,2015-04-29,edgar/data/97216/0000097216-15-000094.txt,
259613,97216,TEREX CORP,8-K,2015-05-05,edgar/data/97216/0000097216-15-000100.txt,
259614,97216,TEREX CORP,8-K,2015-05-19,edgar/data/97216/0000097216-15-000108.txt,
259615,97216,TEREX CORP,8-K,2015-06-02,edgar/data/97216/0000097216-15-000120.txt,
259889,99780,TRINITY INDUSTRIES INC,8-K,2015-04-02,edgar/data/99780/0000099780-15-000033.txt,
259890,99780,TRINITY INDUSTRIES INC,8-K,2015-04-09,edgar/data/99780/0000099780-15-000042.txt,
259891,99780,TRINITY INDUSTRIES INC,8-K,2015-04-24,edgar/data/99780/0000099780-15-000051.txt,
259892,99780,TRINITY INDUSTRIES INC,8-K,2015-04-29,edgar/data/99780/0000099780-15-000055.txt,
259893,99780,TRINITY INDUSTRIES INC,8-K,2015-04-30,edgar/data/99780/0000099780-15-000057.txt,
259894,99780,TRINITY INDUSTRIES INC,8-K,2015-05-08,edgar/data/99780/0000099780-15-000080.txt,
259895,99780,TRINITY INDUSTRIES INC,8-K,2015-05-22,edgar/data/99780/0000099780-15-000090.txt,
259896,99780,TRINITY INDUSTRIES INC,8-K,2015-06-10,edgar/data/99780/0000099780-15-000098.txt,
259897,99780,TRINITY INDUSTRIES INC,8-K,2015-06-23,edgar/data/99780/0000099780-15-000104.txt,
861,1003078,MSC INDUSTRIAL DIRECT CO INC,8-K,2015-07-07,edgar/data/1003078/0001003078-15-000031.txt,
862,1003078,MSC INDUSTRIAL DIRECT CO INC,8-K,2015-07-07,edgar/data/1003078/0001003078-15-000033.txt,
863,1003078,MSC INDUSTRIAL DIRECT CO INC,8-K,2015-09-24,edgar/data/1003078/0001144204-15-056234.txt,
2626,1012620,GENESEE & WYOMING INC,8-K,2015-08-03,edgar/data/1012620/0001157523-15-002678.txt,
2627,1012620,GENESEE & WYOMING INC,8-K,2015-09-02,edgar/data/1012620/0001299933-15-001309.txt,
2628,1012620,GENESEE & WYOMING INC,8-K,2015-09-15,edgar/data/1012620/0001193125-15-319895.txt,
5668,102729,VALMONT INDUSTRIES INC,8-K,2015-07-23,edgar/data/102729/0000900440-15-000090.txt,
9988,105016,WATSCO INC,8-K,2015-07-21,edgar/data/105016/0001193125-15-257577.txt,
11863,105634,EMCOR GROUP INC,8-K,2015-07-30,edgar/data/105634/0000105634-15-000169.txt,
14109,1069202,LENNOX INTERNATIONAL INC,8-K,2015-07-20,edgar/data/1069202/0001193125-15-256551.txt,
18963,1094285,TELEDYNE TECHNOLOGIES INC,8-K,2015-07-30,edgar/data/1094285/0001094285-15-000108.txt,
18964,1094285,TELEDYNE TECHNOLOGIES INC,8-K,2015-08-28,edgar/data/1094285/0001094285-15-000120.txt,
18965,1094285,TELEDYNE TECHNOLOGIES INC,8-K,2015-09-28,edgar/data/1094285/0001094285-15-000122.txt,
28689,1158463,JETBLUE AIRWAYS CORP,8-K,2015-07-28,edgar/data/1158463/0001158463-15-000051.txt,
28690,1158463,JETBLUE AIRWAYS CORP,8-K,2015-07-28,edgar/data/1158463/0001158463-15-000053.txt,
28691,1158463,JETBLUE AIRWAYS CORP,8-K,2015-09-11,edgar/data/1158463/0001158463-15-000061.txt,
158890,27996,DELUXE CORP,8-K,2015-07-14,edgar/data/27996/0000027996-15-000018.txt,
158891,27996,DELUXE CORP,8-K,2015-07-23,edgar/data/27996/0000027996-15-000021.txt,
159090,29644,DONALDSON CO INC,8-K,2015-07-14,edgar/data/29644/0000897101-15-000952.txt,
159091,29644,DONALDSON CO INC,8-K,2015-07-31,edgar/data/29644/0000897101-15-001008.txt,
159092,29644,DONALDSON CO INC,8-K,2015-08-31,edgar/data/29644/0000897101-15-001172.txt,
159093,29644,DONALDSON CO INC,8-K,2015-09-01,edgar/data/29644/0000897101-15-001179.txt,
159094,29644,DONALDSON CO INC,8-K,2015-09-28,edgar/data/29644/0000897101-15-001261.txt,
161868,33619,ESTERLINE TECHNOLOGIES CORP,8-K,2015-07-07,edgar/data/33619/0001193125-15-246891.txt,
161869,33619,ESTERLINE TECHNOLOGIES CORP,8-K,2015-08-13,edgar/data/33619/0001193125-15-290034.txt,
161870,33619,ESTERLINE TECHNOLOGIES CORP,8-K,2015-09-03,edgar/data/33619/0001193125-15-311867.txt,
164327,40211,GATX CORP,8-K,2015-07-23,edgar/data/40211/0000040211-15-000033.txt,
164328,40211,GATX CORP,8-K,2015-08-05,edgar/data/40211/0000040211-15-000041.txt,
165229,48287,HNI CORP,8-K,2015-07-23,edgar/data/48287/0000048287-15-000024.txt,
165260,48898,HUBBELL INC,8-K,2015-07-23,edgar/data/48898/0001628280-15-005400.txt,
165261,48898,HUBBELL INC,8-K,2015-08-24,edgar/data/48898/0001193125-15-299447.txt,
166459,55242,KENNAMETAL INC,8-K,2015-07-30,edgar/data/55242/0000055242-15-000022.txt,
166460,55242,KENNAMETAL INC,8-K,2015-08-27,edgar/data/55242/0001193125-15-304041.txt,
166567,56047,KIRBY CORP,8-K,2015-07-30,edgar/data/56047/0001140361-15-029016.txt,
166917,59527,LINCOLN ELECTRIC HOLDINGS INC,8-K,2015-07-27,edgar/data/59527/0000059527-15-000021.txt,
166918,59527,LINCOLN ELECTRIC HOLDINGS INC,8-K,2015-07-29,edgar/data/59527/0001193125-15-268225.txt,
166919,59527,LINCOLN ELECTRIC HOLDINGS INC,8-K,2015-08-07,edgar/data/59527/0001193125-15-282582.txt,
166920,59527,LINCOLN ELECTRIC HOLDINGS INC,8-K,2015-08-24,edgar/data/59527/0001193125-15-300241.txt,
167643,67215,DYCOM INDUSTRIES INC,8-K,2015-07-01,edgar/data/67215/0000067215-15-000024.txt,
167644,67215,DYCOM INDUSTRIES INC,8-K,2015-07-24,edgar/data/67215/0000947871-15-000501.txt,
167645,67215,DYCOM INDUSTRIES INC,8-K,2015-08-26,edgar/data/67215/0000067215-15-000026.txt,
167646,67215,DYCOM INDUSTRIES INC,8-K,2015-08-26,edgar/data/67215/0000067215-15-000028.txt,
167647,67215,DYCOM INDUSTRIES INC,8-K,2015-08-27,edgar/data/67215/0000067215-15-000030.txt,
167648,67215,DYCOM INDUSTRIES INC,8-K,2015-08-27,edgar/data/67215/0000067215-15-000032.txt,
167649,67215,DYCOM INDUSTRIES INC,8-K,2015-09-08,edgar/data/67215/0000947871-15-000638.txt,
167650,67215,DYCOM INDUSTRIES INC,8-K,2015-09-10,edgar/data/67215/0000947871-15-000646.txt,
167651,67215,DYCOM INDUSTRIES INC,8-K,2015-09-15,edgar/data/67215/0000947871-15-000656.txt,
167652,67215,DYCOM INDUSTRIES INC,8-K,2015-09-17,edgar/data/67215/0000067215-15-000037.txt,
